"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID"
"12831","AT4G31020","253573_at",0.061746,0.013,3.33,-3.51007,0.199,"AT4G31020","alpha/beta-Hydrolases superfamily protein","GO:0005576",NA,15193892,2,"Eukaryota","ARATH29926"
"12832","AT4G31040","253546_at",0.560153,0.322,1.07,-6.658581,0.0543,"AT4G31040","CemA-like proton extrusion protein-like protein","GO:0010196; GO:1902600; GO:0009507; GO:0031969; GO:0005451",NA,15193894,5,"Embryophyta","ARATH29928"
"12833","AT4G31050","253553_at",0.38673,0.176,-1.51,-6.14007,-0.0937,"AT4G31050","Biotin/lipoate A/B protein ligase family","GO:0009249; GO:0005737; GO:0005739; GO:0033819; GO:0102555","00785; 01100",15193895,2,"Eukaryota","ARATH29929"
"12834","AT4G31060","253575_at",0.699658,0.48,-0.748,-6.952073,-0.0346,"AT4G31060","ethylene-responsive transcription factor ERF015","GO:0006355; GO:0005634; GO:0003700",NA,15193896,11,"rosids","ARATH29930"
"12835","AT4G31070","253576_at",0.554473,0.317,1.08,-6.644574,0.0369,"AT4G31070","pentatricopeptide repeat-containing protein","GO:0009451; GO:0005739; GO:0043231",NA,15193897,8,"Magnoliopsida","ARATH29931"
"12836","AT4G31080","253555_at",0.8941,0.775,-0.297,-7.208371,-0.0198,"AT4G31080","hypothetical protein","GO:0071784; GO:0005634; GO:0005783; GO:0003674",NA,15193899,2,"Eukaryota","ARATH29933"
"12837","AT4G31120","253558_at",0.052937,0.0104,3.5,-3.267468,0.224,"SKB1","protein arginine N-methyltransferase 5","GO:0006355; GO:0009909; GO:0010220; GO:0034969; GO:0043985; GO:0005634; GO:0005737; GO:0005829; GO:0008276; GO:0008469; GO:0035242","03013",15193906,2,"Eukaryota","ARATH29940"
"12838","AT4G31130","253562_at",0.745744,0.543,-0.639,-7.03201,-0.0759,"AT4G31130","hypothetical protein","GO:0008150; GO:0005576; GO:0005886; GO:0003674",NA,15193908,5,"Embryophyta","ARATH29942"
"12839","AT4G31140","253559_at",0.009784,0.000887,-5.6,-0.604489,-0.246,"AT4G31140","glucan endo-1,3-beta-glucosidase 5","GO:0005975; GO:0005773; GO:0005886; GO:0009506; GO:0031225; GO:0046658; GO:0042973",NA,15193909,4,"Streptophyta","ARATH29943"
"12840","AT4G31150","253563_at",0.932116,0.849,-0.198,-7.236103,-0.0126,"AT4G31150","endonuclease V family protein","GO:0006281; GO:0005730; GO:0005737; GO:0003727; GO:0016891",NA,15193910,1,"LUCA","ARATH29944"
"12841","AT4G31160","253560_at",0.193646,0.0645,2.2,-5.171209,0.178,"DCAF1","DDB1- and CUL4-associated factor-1","GO:0009793; GO:0009908; GO:0010154; GO:0016567; GO:0048366; GO:0048367; GO:0048827; GO:0005634; GO:0005737; GO:0080008; GO:0005515",NA,15193913,2,"Eukaryota","ARATH29947"
"12842","AT4G31170","253564_at",0.118239,0.0325,-2.68,-4.471959,-0.293,"AT4G31170","protein kinase family protein","GO:0006468; GO:0010053; GO:0005634; GO:0005737; GO:0004712; GO:0005524",NA,15193914,4,"Streptophyta","ARATH29948"
"12843","AT4G31180","253561_at",0.024472,0.00341,4.39,-2.069005,0.312,"AT4G31180","Asx tRNA synthetase (AspRS/AsnRS) class II core domain-contating protein","GO:0006422; GO:0046686; GO:0050832; GO:0005783; GO:0005829; GO:0005886; GO:0017101; GO:0003723; GO:0004815","00970",15193916,2,"Eukaryota","ARATH29950"
"12844","AT4G31200","253565_at",0.266123,0.102,-1.89,-5.620229,-0.0909,"AT4G31200","SWAP/Surp domain-containing protein","GO:0006396; GO:0006874; GO:0005737; GO:0048471; GO:0003723",NA,15193918,2,"Eukaryota","ARATH29952"
"12845","AT4G31210","253566_at",0.071246,0.016,3.18,-3.727069,0.271,"AT4G31210","DNA topoisomerase, type IA, core","GO:0009507",NA,15193921,2,"Eukaryota","ARATH29955"
"12846","AT4G31230","253567_at",0.893541,0.774,-0.299,-7.207813,-0.013,"AT4G31230","Protein kinase protein with adenine nucleotide alpha hydrolases-like domain","GO:0006468; GO:0010053; GO:0005634; GO:0004672; GO:0005524",NA,15193922,8,"Magnoliopsida","ARATH29956"
"12847","AT4G31240","253519_at",0.002107,6.92e-05,-8.54,2.162443,-0.431,"AT4G31240","putative nucleoredoxin 3","GO:0045454; GO:0005634; GO:0047134",NA,15193924,2,"Eukaryota","ARATH29958"
"12848","AT4G31250","253569_at",0.818659,0.648,-0.477,-7.130801,-0.0301,"AT4G31250","putative LRR receptor-like serine/threonine-protein kinase","GO:0006468; GO:0016310; GO:0005515; GO:0016301",NA,15193925,10,"Pentapetalae","ARATH29959"
"12849","AT4G31270","253543_at",0.526871,0.291,-1.14,-6.574894,-0.0457,"AT4G31270","sequence-specific DNA binding transcription factor","GO:0006355; GO:0031935; GO:0080111; GO:0000123; GO:0005634; GO:0009506; GO:0003677; GO:0003700; GO:0005515",NA,15193927,10,"Pentapetalae","ARATH29961"
"12850","AT4G31290","253522_at",0.018274,0.00222,4.75,-1.603445,0.362,"AT4G31290","chaC-like protein","GO:0006751; GO:0005634; GO:0005737; GO:0003839",NA,15193928,2,"Eukaryota","ARATH29962"
"12851","AT4G31300","253521_at",0.027025,0.00392,4.27,-2.221636,0.435,"PBA1","20S proteasome subunit PBA1","GO:0006511; GO:0010043; GO:0010363; GO:0010498; GO:0010499; GO:0043161; GO:0000502; GO:0005634; GO:0005737; GO:0005773; GO:0005774; GO:0005829; GO:0005839; GO:0005886; GO:0004175; GO:0008233","03050",15193931,2,"Eukaryota","ARATH29965"
"12852","AT4G31310","253545_at",0.50968,0.275,1.19,-6.529301,0.0997,"AT4G31310","AIG2-like protein","GO:0008150; GO:0005575",NA,15193932,2,"Eukaryota","ARATH29966"
"12853","AT4G31320","253515_at",0.900164,0.788,-0.28,-7.213876,-0.00987,"AT4G31320","SAUR-like auxin-responsive protein","GO:0009733; GO:0005634","04075",15193934,10,"Pentapetalae","ARATH29968"
"12854","AT4G31330","253525_at",0.871038,0.735,-0.353,-7.18811,-0.0266,"AT4G31330","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15193935,2,"Eukaryota","ARATH29969"
"12855","AT4G31340","253523_at",0.290064,0.115,1.8,-5.741875,0.179,"AT4G31340","myosin heavy chain-related protein","GO:0005774; GO:0005783; GO:0005794; GO:0005886; GO:0009507",NA,15193937,4,"Streptophyta","ARATH29971"
"12856","AT4G31360","253516_at",0.006154,0.000422,6.36,0.203733,0.21,"AT4G31360","selenium binding protein","GO:0048856; GO:0005634; GO:0005737; GO:0005794",NA,15193943,13,"Brassicaceae","ARATH29977"
"12857","AT4G31390","253517_at",0.754013,0.554,-0.622,-7.043556,-0.0277,"AT4G31390","ABC1-like kinase related to chlorophyll degradation and oxidative stress 1","GO:0006468; GO:0006995; GO:0009414; GO:0009637; GO:0009767; GO:0010027; GO:0010109; GO:0010114; GO:0015996; GO:0031540; GO:0080177; GO:0080183; GO:1901562; GO:1902171; GO:1902326; GO:1904143; GO:0005886; GO:0009507; GO:0010287; GO:0004672; GO:0005515",NA,15193946,3,"Viridiplantae","ARATH29980"
"12858","AT4G31400","253518_at",0.025732,0.00367,4.32,-2.147745,0.232,"CTF7","protein CTF7","GO:0000070; GO:0000724; GO:0006275; GO:0007062; GO:0009553; GO:0009793; GO:0034089; GO:0034421; GO:0045132; GO:0048364; GO:0048609; GO:0048653; GO:0060772; GO:0080186; GO:0005634; GO:0016407",NA,15193949,2,"Eukaryota","ARATH29983"
"12859","AT4G31410","253520_at",0.247432,0.0913,-1.96,-5.516131,-0.128,"AT4G31410","hypothetical protein","GO:0008150; GO:0005634",NA,15193953,8,"Magnoliopsida","ARATH29987"
"12860","AT4G31420","253526_at",0.248143,0.0917,-1.96,-5.52018,-0.162,"AT4G31420","protein REI1-LIKE 1","GO:0006355; GO:0009631; GO:0042273; GO:0090070; GO:0005634; GO:0005829; GO:0005886; GO:0030687; GO:0003676; GO:0003700; GO:0005515; GO:0008270",NA,15193954,2,"Eukaryota","ARATH29988"
"12861","AT4G31430","253524_at",0.97349,0.94,0.0785,-7.254918,0.00738,"AT4G31430","hypothetical protein","GO:0071763; GO:0005634; GO:0005635; GO:0005768; GO:0005794; GO:0005802; GO:0005886; GO:0005515",NA,15193956,13,"Brassicaceae","ARATH29990"
"12862","AT4G31450","253539_at",0.018946,0.00236,-4.7,-1.668695,-0.28,"AT4G31450","RING-finger domain-containing protein","GO:0005634; GO:0061630",NA,15193960,13,"Brassicaceae","ARATH29994"
"12863","AT4G31460","253538_at",0.031425,0.00493,4.08,-2.467405,0.345,"AT4G31460","ribosomal L28 family protein","GO:0006412; GO:0005739; GO:0005840; GO:0003735",NA,15193961,7,"Spermatophyta","ARATH29995"
"12864","AT4G31470","253527_at",0.269378,0.104,-1.88,-5.639317,-0.117,"AT4G31470","putative pathogenesis-related protein","GO:0008150; GO:0005576; GO:0005615; GO:0003674",NA,15193962,8,"Magnoliopsida","ARATH29996"
"12865","AT4G31500","253534_at",0.727474,0.518,0.681,-7.002537,0.0867,"CYP83B1","cytochrome P450 83B1","GO:0000162; GO:0009625; GO:0009641; GO:0009682; GO:0009684; GO:0009759; GO:0010114; GO:0042742; GO:0048830; GO:0052544; GO:0005739; GO:0005783; GO:0005886; GO:0009507; GO:0016020; GO:0005506; GO:0016709; GO:0020037","00380; 00966; 01110",15193966,2,"Eukaryota","ARATH30000"
"12866","AT4G31520","253529_at",0.699156,0.479,-0.749,-6.951097,-0.0273,"AT4G31520","SDA1 family protein","GO:0005634",NA,15193968,2,"Eukaryota","ARATH30002"
"12867","AT4G31530","253530_at",0.770356,0.576,-0.586,-7.067087,-0.0239,"AT4G31530","NAD(P)-binding Rossmann-fold superfamily protein","GO:0009507; GO:0009570; GO:0009941",NA,15193970,2,"Eukaryota","ARATH30004"
"12868","AT4G31540","253531_at",0.851439,0.7,-0.402,-7.167437,-0.0151,"EXO70G1","exocyst subunit exo70 family protein G1","GO:0006887; GO:0000145; GO:0005737; GO:0005829",NA,15193972,5,"Embryophyta","ARATH30006"
"12869","AT4G31550","253535_at",0.198223,0.0666,-2.18,-5.204246,-0.238,"WRKY11","putative WRKY transcription factor 11","GO:0006355; GO:0009617; GO:0009682; GO:0010200; GO:0042742; GO:2000022; GO:0005634; GO:0003700; GO:0005516; GO:0043565",NA,15193974,10,"Pentapetalae","ARATH30008"
"12870","AT4G31560","253537_at",0.069057,0.0152,-3.22,-3.676442,-0.113,"HCF153","high chlorophyll fluorescence 153 protein","GO:0010190; GO:0009507; GO:0042651; GO:0003674",NA,15193976,10,"Pentapetalae","ARATH30010"
"12871","AT4G31580","253536_at",0.014207,0.00153,5.08,-1.200579,0.441,"SRZ-22","protein serine/arginine-rich 22","GO:0000381; GO:0000398; GO:0008380; GO:0045292; GO:0005634; GO:0005730; GO:0005886; GO:0016607; GO:0003723; GO:0003729; GO:0005515; GO:0008270",NA,15193983,2,"Eukaryota","ARATH30017"
"12872","AT4G31590","253533_at",0.325365,0.136,-1.69,-5.898293,-0.0717,"CSLC5","cellulose-synthase-like C5","GO:0005634; GO:0005794; GO:0016757; GO:0016759",NA,15193984,7,"Spermatophyta","ARATH30018"
"12873","AT4G31600","253486_at",0.363511,0.161,1.57,-6.055516,0.117,"AT4G31600","UDP-galactose transporter 7","GO:0015786; GO:0048527; GO:0072334; GO:0080147; GO:0005794; GO:0005886; GO:0005459; GO:0005460; GO:0015297; GO:0022857",NA,15193985,2,"Eukaryota","ARATH30019"
"12874","AT4G31610","253488_at",0.109641,0.0292,-2.75,-4.361802,-0.141,"REM1","B3 domain-containing protein REM1","GO:0009908; GO:0005634",NA,15193987,13,"Brassicaceae","ARATH30021"
"12875","AT4G31670","253542_at",0.706093,0.487,-0.734,-6.962798,-0.0386,"UBP18","ubiquitin carboxyl-terminal hydrolase 18","GO:0006511; GO:0016579; GO:0005634; GO:0004197; GO:0004843",NA,15193997,6,"Tracheophyta","ARATH30031"
"12876","AT4G31680","253508_at",0.784828,0.597,0.554,-7.087404,0.0219,"AT4G31680","transcriptional factor B3 family protein","GO:0005634; GO:0009507",NA,15193999,13,"Brassicaceae","ARATH30033"
"12877","AT4G31720","253484_at",0.615723,0.383,0.932,-6.79204,0.0402,"TAFII15","TBP-associated factor II 15","GO:0006352; GO:0005634; GO:0005515","03022",15194007,2,"Eukaryota","ARATH30041"
"12878","AT4G31730","253510_at",0.932172,0.849,0.198,-7.23617,0.0216,"GDU1","glutamine dumper 1","GO:0010585; GO:0080143; GO:0005634; GO:0016020; GO:0016021; GO:0005515",NA,15194008,13,"Brassicaceae","ARATH30042"
"12879","AT4G31750","253512_at",0.98101,0.958,-0.0548,-7.256718,-0.00271,"WIN2","putative protein phosphatase 2C 59","GO:0006470; GO:0042742; GO:0044419; GO:0005886; GO:0004722; GO:0004724",NA,15194010,2,"Eukaryota","ARATH30044"
"12880","AT4G31760","253513_at",0.8527,0.702,-0.399,-7.168859,-0.015,"AT4G31760","peroxidase 46","GO:0006950; GO:0006979; GO:0005576; GO:0009505; GO:0009506; GO:0004601; GO:0020037","00360; 00940; 01100; 01110",15194012,6,"Tracheophyta","ARATH30046"
"12881","AT4G31770","253491_at",0.442871,0.218,1.36,-6.329965,0.0757,"DBR1","RNA Lariat debranching enzyme","GO:0000398; GO:0009793; GO:0005634; GO:0008419",NA,15194014,2,"Eukaryota","ARATH30048"
"12882","AT4G31780","253489_at",0.549417,0.312,-1.09,-6.632127,-0.0919,"MGD1","Monogalactosyldiacylglycerol synthase 1","GO:0009247; GO:0009793; GO:0010027; GO:0019375; GO:0005886; GO:0009507; GO:0009536; GO:0009706; GO:0009941; GO:0008194; GO:0016757; GO:0035250; GO:0046509","00561; 01100",15194016,2,"Eukaryota","ARATH30050"
"12883","AT4G31790","253490_at",0.025214,0.00355,4.35,-2.114644,0.332,"AT4G31790","Probable diphthine synthase","GO:0017183; GO:0005737; GO:0004164",NA,15194018,1,"LUCA","ARATH30052"
"12884","AT4G31810","253492_at",0.001759,5.08e-05,8.96,2.49301,0.434,"AT4G31810","ATP-dependent caseinolytic (Clp) protease/crotonase family protein","GO:0006574; GO:0005739; GO:0003860","00280; 00410; 00640; 01100",15194023,1,"LUCA","ARATH30057"
"12885","AT4G31830","253494_at",0.502162,0.268,1.2,-6.508318,0.0536,"AT4G31830","hypothetical protein","GO:0008150; GO:0003674",NA,15194026,9,"Mesangiospermae","ARATH30060"
"12886","AT4G31840","253480_at",0.001732,4.82e-05,9.04,2.549612,0.493,"ENODL15","early nodulin-like protein 15","GO:0005576; GO:0005886; GO:0031225; GO:0046658; GO:0099503; GO:0009055",NA,15194027,8,"Magnoliopsida","ARATH30061"
"12887","AT4G31850","253495_at",0.476411,0.246,-1.27,-6.435645,-0.0476,"PGR3","proton gradient regulation 3","GO:0006412; GO:0043489",NA,15194028,7,"Spermatophyta","ARATH30062"
"12888","AT4G31860","253453_at",0.280606,0.11,-1.84,-5.695844,-0.178,"AT4G31860","putative protein phosphatase 2C 60","GO:0006470; GO:0005634; GO:0005886; GO:0004722; GO:0004724",NA,15194029,2,"Eukaryota","ARATH30063"
"12889","AT4G31870","253496_at",0.56391,0.326,-1.06,-6.667567,-0.0614,"GPX7","glutathione peroxidase 7","GO:0006979; GO:0080167; GO:1900367; GO:0005886; GO:0009507; GO:0004601; GO:0004602","00480; 00590",15194032,2,"Eukaryota","ARATH30066"
"12890","AT4G31875","253454_at",0.657917,0.43,-0.839,-6.876798,-0.0294,"AT4G31875","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15194034,14,"Arabidopsis","ARATH30068"
"12891","AT4G31880","253497_at",0.052256,0.0102,3.52,-3.248363,0.158,"AT4G31880","hypothetical protein","GO:0006281; GO:0007064; GO:0009556; GO:0000785; GO:0005634; GO:0005829",NA,15194036,8,"Magnoliopsida","ARATH30070"
"12892","AT4G31890","253498_at",0.454437,0.227,1.33,-6.365802,0.0495,"AT4G31890","armadillo/beta-catenin-like repeat-containing protein","GO:0009507",NA,15194037,7,"Spermatophyta","ARATH30071"
"12893","AT4G31900","253499_at",0.70414,0.485,0.738,-6.959362,0.0418,"PKR2","putative chromatin remodeling factor","GO:0005634",NA,15194040,2,"Eukaryota","ARATH30074"
"12894","AT4G31910","253483_at",0.245014,0.09,-1.97,-5.502405,-0.0994,"AT4G31910","BR-related acyltransferase 1","GO:0001558; GO:0009733; GO:0009737; GO:0009741; GO:0010087; GO:0016132; GO:0005634; GO:0005737; GO:0005783; GO:0003996; GO:0016747",NA,15194041,6,"Tracheophyta","ARATH30075"
"12895","AT4G31920","253500_at",0.431106,0.21,-1.39,-6.294627,-0.145,"RR10","two-component response regulator ARR10","GO:0009414; GO:0009735; GO:0009736; GO:0010082; GO:0010380; GO:0010492; GO:0031537; GO:0048364; GO:0048367; GO:0071368; GO:0080022; GO:0080036; GO:0080113; GO:0005634; GO:0009507; GO:0000156; GO:0003700","04075",15194042,13,"Brassicaceae","ARATH30076"
"12896","AT4G31930","253452_at",0.20086,0.0679,2.17,-5.22344,0.11,"AT4G31930","mitochondrial glycoprotein family protein","GO:0070131; GO:0005739; GO:0005759; GO:0003729; GO:0008494; GO:0097177",NA,15194043,10,"Pentapetalae","ARATH30077"
"12897","AT4G31940","253502_at",0.844917,0.689,0.417,-7.160402,0.0206,"CYP82C4","cytochrome P450, family 82, subfamily C, polypeptide 4","GO:0010039; GO:0071281; GO:0098542; GO:0106146; GO:0009507; GO:0016020; GO:0004497; GO:0005506; GO:0016709; GO:0020037; GO:0106144","00903; 00945; 01100; 01110",15194044,2,"Eukaryota","ARATH30078"
"12898","AT4G31950","253503_at",0.846736,0.692,0.413,-7.162221,0.0155,"CYP82C3","cytochrome P450, family 82, subfamily C, polypeptide 3","GO:0098542; GO:0016020; GO:0005506; GO:0016709; GO:0020037",NA,15194045,2,"Eukaryota","ARATH30079"
"12899","AT4G31970","253505_at",0.005747,0.000377,6.48,0.326413,0.92,"CYP82C2","cytochrome P450, family 82, subfamily C, polypeptide 2","GO:0006952; GO:0071456; GO:0098542; GO:0009507; GO:0016020; GO:0004497; GO:0005506; GO:0016709; GO:0020037; GO:0106149",NA,15194047,2,"Eukaryota","ARATH30081"
"12900","AT4G31980","253506_at",0.748373,0.546,-0.635,-7.035246,-0.0349,"AT4G31980","hypothetical protein","GO:0008150; GO:0005737; GO:0003674",NA,15194048,14,"Arabidopsis","ARATH30082"
"12901","AT4G31985","253482_at",0.00145,3.46e-05,9.52,2.902304,0.672,"AT4G31985///AT2G25210","60S ribosomal protein L39-1///60S ribosomal protein L39-1","GO:0006412; GO:0005886; GO:0022625","03010",15194049,2,"Eukaryota","ARATH30083"
"12902","AT4G31990","253481_at",0.191495,0.0634,2.21,-5.155119,0.18,"ASP5","aspartate aminotransferase","GO:0009058; GO:0009409; GO:0046686; GO:0005886; GO:0009507; GO:0009536; GO:0009570; GO:0009941; GO:0010319; GO:0048046; GO:0004069; GO:0030170","00250; 00270; 00330; 00350; 00360; 00400; 00710; 00950; 00960; 01100; 01110",15194050,1,"LUCA","ARATH30084"
"12903","AT4G32010","253501_at",0.085944,0.0208,-2.99,-4.008372,-0.261,"HSL1","B3 domain-containing transcription repressor VAL2","GO:0006355; GO:0010030; GO:2000034; GO:0005634; GO:0003700; GO:0005515; GO:0008270",NA,15194057,6,"Tracheophyta","ARATH30091"
"12904","AT4G32020","253455_at",0.38216,0.173,-1.52,-6.123804,-0.299,"AT4G32020","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15194059,12,"malvids","ARATH30093"
"12905","AT4G32030","253464_at",0.871664,0.736,-0.352,-7.18858,-0.0524,"AT4G32030","hypothetical protein","GO:0008150; GO:0005634; GO:0005737; GO:0003674",NA,15194060,10,"Pentapetalae","ARATH30094"
"12906","AT4G32040","253466_at",0.349066,0.151,-1.62,-5.998763,-0.102,"KNAT5","homeobox protein knotted-1-like 5","GO:0006357; GO:0009727; GO:0071369; GO:0005634; GO:0000978; GO:0000981; GO:0003700; GO:0005515",NA,15194062,13,"Brassicaceae","ARATH30096"
"12907","AT4G32050","253456_at",0.431886,0.21,1.38,-6.296826,0.0815,"AT4G32050","neurochondrin family protein","GO:0008150; GO:0005737",NA,15194064,2,"Eukaryota","ARATH30098"
"12908","AT4G32060","253457_at",0.07657,0.0176,-3.11,-3.827246,-0.241,"AT4G32060","EF-hand, calcium binding motif-containing protein","GO:0006816; GO:0006851; GO:0051562; GO:0005623; GO:0005739; GO:0009507; GO:0005509",NA,15194065,2,"Eukaryota","ARATH30099"
"12909","AT4G32070","253458_at",0.248728,0.092,1.96,-5.523988,0.134,"AT4G32070","protein PHOX4","GO:0008150; GO:0005739; GO:0005773",NA,15194067,3,"Viridiplantae","ARATH30101"
"12910","AT4G32105","253463_at",0.42408,0.204,-1.4,-6.271785,-0.0521,"AT4G32105","beta-1,3-N-Acetylglucosaminyltransferase family protein","GO:0001709; GO:0005576",NA,15194073,13,"Brassicaceae","ARATH30107"
"12911","AT4G32120","253465_at",0.602983,0.369,0.963,-6.762846,0.0553,"AT4G32120","putative beta-1,3-galactosyltransferase 10","GO:0010405; GO:0018258; GO:0005794; GO:1990714",NA,15194075,8,"Magnoliopsida","ARATH30109"
"12912","AT4G32140","253467_at",0.848233,0.695,-0.409,-7.164063,-0.0209,"AT4G32140","EamA-like transporter family protein","GO:0008150; GO:0003674",NA,15194077,2,"Eukaryota","ARATH30111"
"12913","AT4G32150","253462_at",0.288873,0.115,-1.81,-5.736237,-0.166,"VAMP711","vesicle-associated membrane protein 711","GO:0009651; GO:0009737; GO:0010118; GO:0016192; GO:0061025; GO:0005773; GO:0005774; GO:0005886","04130",15194078,2,"Eukaryota","ARATH30112"
"12914","AT4G32170","253461_at",0.852624,0.702,-0.399,-7.168679,-0.0145,"CYP96A2","cytochrome P450, family 96, subfamily A, polypeptide 2","GO:0005576; GO:0005506; GO:0016705; GO:0020037",NA,15194080,9,"Mesangiospermae","ARATH30114"
"12915","AT4G32180","253469_at",0.097389,0.0248,-2.87,-4.190223,-0.324,"PANK2","pantothenate kinase 2","GO:0015937; GO:0005634; GO:0005737; GO:0005829; GO:0004594; GO:0005515","00770; 01100",15194082,2,"Eukaryota","ARATH30116"
"12916","AT4G32190","253425_at",0.005035,0.000305,-6.72,0.559611,-0.314,"AT4G32190","myosin heavy chain-related protein","GO:0007131; GO:0010581; GO:0019252; GO:0005576; GO:0009507; GO:0005515",NA,15194084,4,"Streptophyta","ARATH30118"
"12917","AT4G32250","253473_at",0.869056,0.731,-0.358,-7.186037,-0.032,"AT4G32250","protein kinase family protein","GO:0006468; GO:0009704; GO:1904216; GO:0005737; GO:0005886; GO:0009507; GO:0009536; GO:0009941; GO:0010006; GO:0031359; GO:0004672; GO:0005524",NA,15194091,5,"Embryophyta","ARATH30125"
